PO:0004726	vascular leaf primordium adaxial side	A portion of vascular leaf primordium (PO:0000017) that is proximal to the axis of the shoot apical meristem (PO:0020148) and develops into the adaxial side of the leaf lamina (PO:0020039).	plant anatomical entity|plant structure|portion of meristem tissue|vascular leaf primordium adaxial side|primordium|portion of plant tissue|phyllome primordium	PO:0025131|PO:0009011|PO:0009013|PO:0004726|PO:0025127|PO:0009007|PO:0025128	false		plant anatomical entity|plant structure|portion of meristem tissue|vascular leaf primordium adaxial side|primordium|portion of plant tissue|phyllome primordium	PO:0025131|PO:0009011|PO:0009013|PO:0004726|PO:0025127|PO:0009007|PO:0025128				While the adaxial side of the leaf is usually the upper surface, the vascular leaves (PO:0009025) of some plants may not have an obvious adaxial or abaxial side such as the leaves of many xerophytic (arid-adapted) species. The adaxial and abaxial side may appear considerably more rounded and this could be due to early activity of the vascular leaf adaxial meristem (PO:0025401) and/or leaf abaxial meristem (PO:0025401). In other cases, such as Alstromeria, the leaves may be twisted or resupinate.
PO:0004724	hypocotyl-root junction	A cardinal organ part (PO:0025001) that is the part of a plant axis (PO:0025004) where a radicle (PO:0020031) joins a hypocotyl (PO:0020100).	cardinal organ part|plant anatomical entity|plant structure|cardinal part of multi-tissue plant structure|hypocotyl-root junction	PO:0025001|PO:0025131|PO:0009011|PO:0025498|PO:0004724	false		cardinal organ part|plant anatomical entity|plant structure|cardinal part of multi-tissue plant structure|hypocotyl-root junction	PO:0025001|PO:0025131|PO:0009011|PO:0025498|PO:0004724				
PO:0004725	vascular leaf primordium abaxial side	A portion of vascular leaf primordium (PO:0000017) that is distal to the axis of the shoot apical meristem (PO:0020148) and develops into the abaxial side of the leaf lamina (PO:0020039).	plant anatomical entity|plant structure|portion of meristem tissue|primordium|portion of plant tissue|phyllome primordium|vascular leaf primordium abaxial side	PO:0025131|PO:0009011|PO:0009013|PO:0025127|PO:0009007|PO:0025128|PO:0004725	false		plant anatomical entity|plant structure|portion of meristem tissue|primordium|portion of plant tissue|phyllome primordium|vascular leaf primordium abaxial side	PO:0025131|PO:0009011|PO:0009013|PO:0025127|PO:0009007|PO:0025128|PO:0004725				While the abaxial side of the leaf is usually the lower surface, the vascular leaves (PO:0009025) of some plants may not have an obvious adaxial or abaxial side such as the leaves of many xerophytic (arid-adapted) species. The adaxial and abaxial side may appear considerably more rounded and this could be due to early activity of the vascular leaf adaxial meristem (PO:0025401) and/or leaf abaxial meristem (PO:0025401).  In other cases, such as Alstromeria, the leaves may be twisted or resupinate.
PO:0004722	pedicel cortex	A portion of cortex (PO:0005708) that is part of a pedicel (PO:0030112).	plant anatomical entity|plant structure|portion of ground tissue|cortex|portion of plant tissue|pedicel cortex	PO:0025131|PO:0009011|PO:0025059|PO:0005708|PO:0009007|PO:0004722	false		plant anatomical entity|plant structure|portion of ground tissue|cortex|portion of plant tissue|pedicel cortex	PO:0025131|PO:0009011|PO:0025059|PO:0005708|PO:0009007|PO:0004722				
PO:0004723	sepal vascular system	A phyllome vascular system (PO:0025206) that includes the totality of the portions of vascular tissue in their specific arrangement in a sepal (PO:0009031).	vascular system|plant anatomical entity|plant structure|phyllome vascular system|portion of vascular tissue|portion of plant tissue|sepal vascular system	PO:0000034|PO:0025131|PO:0009011|PO:0025206|PO:0009015|PO:0009007|PO:0004723	false		vascular system|plant anatomical entity|plant structure|phyllome vascular system|portion of vascular tissue|portion of plant tissue|sepal vascular system	PO:0000034|PO:0025131|PO:0009011|PO:0025206|PO:0009015|PO:0009007|PO:0004723				
PO:0004721	paraclade cortex	A portion of cortex (PO:0005708) that is part of an inflorescence branch (PO:0009081), also called a paraclade.	paraclade cortex|plant anatomical entity|plant structure|portion of ground tissue|cortex|portion of plant tissue	PO:0004721|PO:0025131|PO:0009011|PO:0025059|PO:0005708|PO:0009007	false		paraclade cortex|plant anatomical entity|plant structure|portion of ground tissue|cortex|portion of plant tissue	PO:0004721|PO:0025131|PO:0009011|PO:0025059|PO:0005708|PO:0009007				
PO:0004708	scutellar node	A stem node (PO:0020141) that is part of a plant embryo axis (PO:0019018) where the scutellum (PO:0020110) is attached.	embryo plant structure|cardinal organ part|shoot axis node|plant anatomical entity|plant structure|stem node|scutellar node|cardinal part of multi-tissue plant structure	PO:0025099|PO:0025001|PO:0005004|PO:0025131|PO:0009011|PO:0020141|PO:0004708|PO:0025498	false		embryo plant structure|cardinal organ part|shoot axis node|plant anatomical entity|plant structure|stem node|scutellar node|cardinal part of multi-tissue plant structure	PO:0025099|PO:0025001|PO:0005004|PO:0025131|PO:0009011|PO:0020141|PO:0004708|PO:0025498				Found in grasses where no hypocotyl is present. The scutellar node may represent a reduction of the hypocotyl and cotyledonary node.
PO:0004709	axillary bud	A bud (PO:0000055) that develops from an axillary bud meristem (PO:0000232).	bud|plant anatomical entity|plant structure|collective plant structure|axillary bud|shoot system|collective plant organ structure	PO:0000055|PO:0025131|PO:0009011|PO:0025497|PO:0004709|PO:0009006|PO:0025007	false		bud|plant anatomical entity|plant structure|collective plant structure|axillary bud|shoot system|collective plant organ structure	PO:0000055|PO:0025131|PO:0009011|PO:0025497|PO:0004709|PO:0009006|PO:0025007				
PO:0004707	fruit dehiscence zone	A dehiscence zone (PO:0025092) that is part of a fruit.	plant anatomical entity|plant structure|fruit dehiscence zone|dehiscence zone|portion of plant tissue	PO:0025131|PO:0009011|PO:0004707|PO:0025092|PO:0009007	false		plant anatomical entity|plant structure|fruit dehiscence zone|dehiscence zone|portion of plant tissue	PO:0025131|PO:0009011|PO:0004707|PO:0025092|PO:0009007				Upon fruit maturation by drying, undergoes cell separation, allowing the valves to detach from the replum and seeds to be dispersed. If you are annotating to this term, please add an additional annotation to the specific type of fruit (PO:0009001), such as achene fruit (PO:0030107), berry fruit (PO:0030108), capsule fruit (PO:0030091), caryopsis fruit (PO:0030104), drupe fruit (PO:0030103), follicle fruit (PO:0030105), legume fruit (PO:0030100), nut fruit (PO:0030102), samara fruit (PO:0030099), schizocarp fruit (PO:0030098), silique fruit (PO:0030106), or their subclasses, depending on the species.
PO:0004704	sepal primordium	A phyllome primordium (PO:0025128) that develops from a sepal anlagen (PO:0025485) and is committed to the development of a sepal (PO:0009031).	plant anatomical entity|plant structure|floral organ primordium|portion of meristem tissue|sepal primordium|primordium|portion of plant tissue|phyllome primordium	PO:0025131|PO:0009011|PO:0025477|PO:0009013|PO:0004704|PO:0025127|PO:0009007|PO:0025128	false		plant anatomical entity|plant structure|floral organ primordium|portion of meristem tissue|sepal primordium|primordium|portion of plant tissue|phyllome primordium	PO:0025131|PO:0009011|PO:0025477|PO:0009013|PO:0004704|PO:0025127|PO:0009007|PO:0025128				
PO:0004705	stamen primordium	A phyllome primordium (PO:0025128) that develops from a stamen anlagen (PO:0025486) and is committed to the development of a stamen (PO:0009029).	plant anatomical entity|plant structure|floral organ primordium|portion of meristem tissue|primordium|stamen primordium|portion of plant tissue|phyllome primordium	PO:0025131|PO:0009011|PO:0025477|PO:0009013|PO:0025127|PO:0004705|PO:0009007|PO:0025128	false		plant anatomical entity|plant structure|floral organ primordium|portion of meristem tissue|primordium|stamen primordium|portion of plant tissue|phyllome primordium	PO:0025131|PO:0009011|PO:0025477|PO:0009013|PO:0025127|PO:0004705|PO:0009007|PO:0025128				
PO:0004702	long shoot	Shoot system in which all or most of the internodes elongate.	shoot-borne shoot system|plant anatomical entity|plant structure|axillary shoot system|collective plant structure|shoot system|collective plant organ structure|long shoot	PO:0004545|PO:0025131|PO:0009011|PO:0006343|PO:0025497|PO:0009006|PO:0025007|PO:0004702	false		shoot-borne shoot system|plant anatomical entity|plant structure|axillary shoot system|collective plant structure|shoot system|collective plant organ structure|long shoot	PO:0004545|PO:0025131|PO:0009011|PO:0006343|PO:0025497|PO:0009006|PO:0025007|PO:0004702				
PO:0004703	carpel primordium	A phyllome primordium (PO:0025128) that develops from a carpel anlagen (PO:0006005) and is committed to the development of a carpel (PO:0009030).	plant anatomical entity|plant structure|floral organ primordium|portion of meristem tissue|primordium|portion of plant tissue|phyllome primordium|carpel primordium	PO:0025131|PO:0009011|PO:0025477|PO:0009013|PO:0025127|PO:0009007|PO:0025128|PO:0004703	false		plant anatomical entity|plant structure|floral organ primordium|portion of meristem tissue|primordium|portion of plant tissue|phyllome primordium|carpel primordium	PO:0025131|PO:0009011|PO:0025477|PO:0009013|PO:0025127|PO:0009007|PO:0025128|PO:0004703				
