"Index","URL","Text","Sentiment"
"3617","http://www.imdb.com/title/tt0210075/usercomments","Girlfight follows a project dwelling New York high school girl from a sense of futility into the world of amateur boxing where she finds self esteem, purpose, and much more. Although the film is not about boxing, boxing is all about the film. So much so you can almost smell the sweat. Technically and artistically a good shoot with an sense of honesty and reality about it, Girlfight is no chick flick and no Rocky. It is, rather, a very human drama which even viewers who don't know boxing will be able to connect with.Girlfight follows a project dwelling New York high school girl from a sense of futility into the world of amateur boxing where she finds self esteem, purpose, and much more.","POS"
"3671","http://www.imdb.com/title/tt0337640/usercomments","Hollywood North is an euphemism from the movie industry as they went to Canada to make movies because of tax breaks and cheaper costs in a civilized city like Toronto, in this case, later in Vancouver. Peter O'Brian, the director, probably saw a lot of the invaders from California that this movie seems to be the right way to deal with the arriving personalities trying to capitalize on the economics that Canada presented.Needless to say, Moon Lantern, the successful novel written by a Canadian author is turned into Flight to Bogota, which has nothing to do with the original film. A great egotistical has-been, Michael Baytes, who is obsessed with what is happening in Iran, is offered the lead part, which turns to be a disaster.The film seems to be saying that too many cooks have spoiled the broth, which seems to be the case with the ultimate product, which is saved by its producer, Bobby Myers. With the help of Sandy Ryan, who has been around making a documentary of the film being shot in Toronto, parts of the film are transformed into a cohesive movie at last.The filming process is hilarious, and the acting, in general, is good.Hollywood North is an euphemism from the movie industry as they went to Canada to make movies because of tax breaks and cheaper costs in a civilized city like Toronto, in this case, later in Vancouver.","POS"
"3157","http://www.imdb.com/title/tt0303549/usercomments","That '70s Show is definitely the funniest show currently on TV. I started watching it about two and a half years ago, and as soon as I saw it I could tell it was a great show. I like all the characters, but my personal favorites are Fez and Kelso. Leo was also an awesome character while he was there, I really hope he comes back because he's hilarious. It's classic when Fez goes you son of a bitch!, and when Kelso yells burn!, that always makes me laugh. They are both great characters and always have something funny to say. Jackie being hot is just another reason to watch the show; she started out being really good looking but damn, somewhere around season 5-6 she just got Really hot. I've seen most of the episodes more than once, some like 10 times, and there still hilarious. This is one of the few shows that I can watch over and over and still laugh at just as much as I did the first time I saw it. The cast is classic; almost everyone is funny, where with many shows there are only a few funny characters. I will be sad to see this show end next year, but it will be going off the air as one of the best shows ever.That '70s Show is definitely the funniest show currently on TV.","POS"
"660","http://www.imdb.com/title/tt0716825/usercomments","9/10- 30 minutes of pure holiday terror. Okay, so it's not that scary. But it sure is fun.The Crypt Keeper (John Kassir) tales a tale of holiday FEAR, giving us all Christmas Goose... GosseBUMPS That is. Bwahahahahha. You should really be careful what you AXE Santa for. Have a Scary Christmas and a Happy New Fear. Okay I'll stop.Okay, so in the story, a greedy wife (Best screamer in the world, Mary Ellen Trainor) kills her husband (Marshall Bell, the coach who gets towel whipped to death in ANOES 2) for the money. BUT, her plan is ruined when a crazy killer dressed in a Santa suit (Larry Dr. Giggles Drake) comes her way.If you look it up on YouTube, you can watch it for free, but most of you have already seen this (my third viewing). But if you haven't seen it, I suggest you do.9/10- 30 minutes of pure holiday terror.","POS"
"265","http://www.imdb.com/title/tt0182225/usercomments","A series of random, seemingly insignificant thefts at her sister's boarding house has Miss Lemon quite agitated. A ring, light bulbs, a rucksack, a lighter, a stethoscope, a shoe  there seems to be no rhyme or reason to any of it. Miss Lemon asks her employer, the great Belgian detective Hercule Poirot, to look into the matter. But what Poirot sees is something far more sinister than Miss Lemon could have imagined. And Poirot's fears are confirmed when one of the students living in the boarding house if found murdered. It's up to Poirot to bring a killer to justice.Hickory Dickory Dock is a solid, but not spectacular, entry in the long running Poirot series. I appreciate how faithful the script is to Agatha Christie's original story. I realize that certain liberties had to be taken, but I appreciate the effort nonetheless. The major points of the mystery are all there  the petty thefts, the boarding house, the students, the ripped rucksack, and, of course, Poirot's ability to see something sinister going on before it actually happens. With a few exceptions, the cast of students is almost as I pictured them. Damian Lewis and Jessica Lloyd standout among the group. As mush as I always enjoy David Suchet's Poirot, I get a real kick out of the episodes with Phillip Jackson's Inspector Japp and Pauline Moran's Miss Lemon. This episode is a real treat as Miss Lemon gets more screen time than usual. Finally, I enjoyed the use of the ever present mouse as an observer of the activities in the hostel. It's a fun little play on the Hickory Dickory Dock title.I realized while re-watching Hickory Dickory Dock just what a tremendous influence Agatha Christie's work was on the highly stylized Italian mystery films, or Gialli, of the 60s and 70s. Take the murder of Mrs. Nicoletis as an example. If you were to bump up the graphic nature of the scene, you would have something straight out of an early 70s Giallo. In fact, the entire plot of Hickory Dickory Dock could have been used in a Giallo. It's just convoluted and interesting enough to have worked.A series of random, seemingly insignificant thefts at her sister's boarding house has Miss Lemon quite agitated.","POS"
"4027","http://www.imdb.com/title/tt0347779/usercomments","A very good adaptation of the novel by amrita pritam. Urmila and manoj bajpai have given their best.there is a natural flair in the movie and i felt it right through. It looked like bollywood finally gave away it's glamor and had some quality artists performing on screen.Content wise, the movie depicted very much what exactly happened during partition by showing the sufferings of a particular family and also shows that trust in one's life goes beyond religion.The best part was they did not make it a drama with a lot of tear shedding and melodrama.I simply loved it.A very good adaptation of the novel by amrita pritam.","POS"
"5820","http://www.imdb.com/title/tt0095655/usercomments","Ah, Moonwalker, I'm a huge Michael Jackson fan, I grew up with his music, Thriller was actually the first music video I ever saw apparently. Believe it or not there was a time where Michael Jackson was like a God to people, a time where women fainted at the sight of him before really fainting before seeing the sight of him, sorry, Michael. But Moonwalker was what started to be a tribute to all of Michael's success of the time right when he released his famous Bad album that was record breaking, was the first album to have 6 top ten singles. Michael is an incredible artist, there is no doubt, he writes, sings, dances, but when it comes to acting or keeping a story straight with his audience not so much.We start off pretty simple: Jackson's music, life, career, success and the mania that was the 80's biggest star in the world Michael Jackson. Later on, Jackson is a 30's style gangster who uses his powers as a crime figure to protect the children. When Jackson was allowed to be near children, we cut to him playing in a field with the children and their dog. The dog runs away, and in their search for it, Jackson and the children uncover the lair of Mr. Big, Frankie Lideo, a drug dealing mobster with an army of henchmen who wants to get the entire populace of planet earth addicted to drugs, starting with the children. Mr. Big discovers Jackson and the children, but they escape; Jackson tells the children to meet him at Club 30's, which turns out to be a haunted nightclub abandoned since the 1930s. The story goes back to the mobsters attack on Jackson, and here it is revealed that Jackson is actually a magical gangster, who draws his power from shooting stars. As one passes by the club, Jackson transforms into a sports car and mows down several of Mr. Big's henchmen. The story picks up on the children at Club 30's, and at first the children are afraid, but when Jackson appears the scary atmosphere of the club transforms and the children find themselves back in the 1930s. The club is now filled with zoot suiters and swing dancers. Jackson participates in a dance-off with the other club members, which serves as the music video for Smooth Criminal. At the climax of the song, Mr. Big lays siege to the club and kidnaps one of the children, Katie. Jackson follows them back to Big's lair and ends up surrounded by his henchmen. Mr. Big appears and mentally tortures Jackson by threatening to inject Katie with highly addictive narcotics. While Katie manages to just grab Joe Pesci's glasses and get free from being injected, Mr. Big decides he's had enough and orders his men to kill Katie before finishing off Jackson, but not before a shooting star flies by. Jackson transforms into a giant robot and kills all of Mr. Big's soldiers. Yup, ummm, you want more weirdness? Watch the movie.Moonwalker is fun for the first half hour, seeing Michael's success and all his hard work really makes his fans appreciate him once again. Is it mostly to hype up his album? Yeah, I love how he spends the first 25 minutes praising how awesome he is, then we go to his song called Leave Me Alone, which is kind of hypocritical, not that it's not a great song, just a small turn of events. Then when we skip the crummy acting, the story was incredibly weak: The villain spells his name out loud while Michael and Katie are spying on him, lol, Michael is a transformer all of a sudden, the villain's big monster plan is to make kids high? Also the villain has some sort of massive ray gun that would make Marvin the Martian blush. But if there is one new thing that is incredible that the movie gives us is the new video for Smooth Criminal. This music video is perfection, it's choreographing, it's setting, it's song, it's smooth style, Michael always goes above and beyond perfection and Smooth Criminal was incredible. I loved Moonwalker as a kid, I still watch it for fun to this day, but it's not the best movie by any means, it's pretty silly, but it's all good if you're a Michael Jackson fan as well.7/10Ah, Moonwalker, I'm a huge Michael Jackson fan, I grew up with his music, Thriller was actually the first music video I ever saw apparently.","POS"
"1574","http://www.imdb.com/title/tt0298131/usercomments","Although the beginning of the movie in New York takes too long, the movie is a must see for people who like this genre. When Hannah goes to Berlin to visit the older woman who helped her mother during the war, the movie gets much much better.The movie is a bit like The Pianist, can not really be compared.Although the beginning of the movie in New York takes too long, the movie is a must see for people who like this genre.","POS"
"10668","http://www.imdb.com/title/tt0088915/usercomments","As many reviewers here have noted, the film version differs quite a bit from the stage version of the story. I have never seen the stage version of the story, and therefore I have a more favorable review of the film than many other reviewers. Perhaps Richard Attenborough was not the best choice for director of the film, but the film is still an entertaining account of several dancers trying to make the big time in choreographer Michael Douglas' show. The film does right by not selecting any famous actors or performers to wind up in the final try-out group. This way our attention is focused on the dancers' movements and individual stories and struggles as they unfold during a marathon day of try-outs. Douglas is also probably not the best choice for the part. Apparently some songs were cut out in favor of a new one, and the backstage cliché-ridden story of a romantic liaison between a dancer and the choreographer was added. I have to say in all fairness this was the weakest part of the film. The repeated intrusions Cassie made during try-outs appear to mirror the almost desperate pleas one often has to make when engaging in the artistic professions in the absence of talent and/or luck. However, this aspect of the film has been done to death in the past, and it's curious to see this tired old shoe kicking its heel up once again. The revelations of the dancers themselves began promisingly enough with the I can do that number, but then it plodded a little at various points while the dancers were telling their stories. Frankly, their stories differed little from real life folks who never get a chance like this. *** of 4 stars.As many reviewers here have noted, the film version differs quite a bit from the stage version of the story.","POS"
"1473","http://www.imdb.com/title/tt0828154/usercomments","Bear in mind, any film (let alone documentary) which asserts any kind of truth, will generate an adverse and proportional amount of cynicism, from those to whom any suggestion of and or search for truths is already meaningless, those of you who are already Masters of psychology, film, and captains of the soul, will no doubt find this movie redundant, after all, you already know everything there is to know. Congrats.For those of us in the minority like myself, I found The Perverts Guide To Cinmea....mostly brilliant, and worth watching for those interested in movies, psychology, and modern philosophy.A little like Scott Mclouds' Understanding Comics, director Sophie Fiennes, inter-grates Slovene philosopher, psychologist, and social critic Slavoj Zizek right into many of the films and specif scenes he discusses. The cover is an image from The Birds(Zizek takes a boat out to re-create the shot).Lacanian Psycho-analysis, does not necessarily scream, an evening of great fun...but it is! If you like movies that is.... Having some knowledge of Lacanian psycho-analysis helps (Symbolic, Real, and Imaginary) are terms which get thrown around a little loosely at first, but the scenes which Zizek selects and analyze make remarkably clear what was always for me, a very abstract subject. In fact, it's probably better to have a familiarity with the films he's discussing than with the terminology he uses, which becomes clearer as the film goes on.Why I love, this film isn't because it picks great films to analyze or reveals great truths about Lacan, but shows in a very practical and clever manner, where film and psychology (and by default philosophy) meet.Why is The Sound Of Music kinda fascistic, why is Short Cuts about more than just class and alienation, why do the birds attack in The Birds, what is there to learn about the mind from Alien Resurrection, what does the planet of Solaris want, what does Psycho and The Marx Brothers have to do with each other, and what the hell is David Lynch getting across in movie after movie...well Zizek has some ideas.The role of the voice in both The Excorcist and Star Wars: Revenge Of The Sith, is maybe the movies strongest and most lucid moment, when he gets into feminine sexual subjectivity I begin to wonder...at one point Zizek admits his feeling that flowers are a kind of decorative vagina dentatta, that they are disgusting and should be hidden from children (jokingly, it seems but...).Anyway, it's a fascinating documentary, which anyone who has ever seen a movie, and thought it meant something more than was literally stated, should make an attempt to see.And anyone interested in Slavoj Zizek, this is a must as well, much less dry than Reality Of The Virtual, and more direct than Zizek!, two other pseudo-docs, about the Elvis of contemporary cultural criticism, as he is being dubbed, in the English speaking world.The Perverts Guide To Cinema is NOT about the role of sex in cinema. Zizek claims cinema is the ultimate pervert art, because it teaches how to desire, and not what to desire, and that it is the only contemporary art form that can allow for these desires to be articulated. This is not a film about finding the reality in cinema, it's about finding the cinema in reality, and how important and exciting that can be. Hard to find, and a bit long, but well worth the trouble, one of the most stimulating movie watching experiences I've ever had.Bear in mind, any film (let alone documentary) which asserts any kind of truth, will generate an adverse and proportional amount of cynicism, from those to whom any suggestion of and or search for truths is already meaningless, those of you who are already Masters of psychology, film, and captains of the soul, will no doubt find this movie redundant, after all, you already know everything there is to know.","POS"
